Datetime;Open;High;Low;Close;Adj Close;Volume;ticker
2021-09-08 00:00:00+01:00;46818.80078125;46818.80078125;46818.80078125;46818.80078125;46818.80078125;0;BTC-USD
2021-09-08 00:01:00+01:00;46754.2421875;46754.2421875;46754.2421875;46754.2421875;46754.2421875;0;BTC-USD
2021-09-08 00:02:00+01:00;46713.31640625;46713.31640625;46713.31640625;46713.31640625;46713.31640625;0;BTC-USD
2021-09-08 00:03:00+01:00;46721.53515625;46721.53515625;46721.53515625;46721.53515625;46721.53515625;0;BTC-USD
2021-09-08 00:04:00+01:00;46747.59375;46747.59375;46747.59375;46747.59375;46747.59375;0;BTC-USD
2021-09-08 00:05:00+01:00;46732.21484375;46732.21484375;46732.21484375;46732.21484375;46732.21484375;6135808;BTC-USD
2021-09-08 00:06:00+01:00;46757.671875;46757.671875;46757.671875;46757.671875;46757.671875;0;BTC-USD
2021-09-08 00:09:00+01:00;46625.3125;46625.3125;46625.3125;46625.3125;46625.3125;0;BTC-USD
2021-09-08 00:10:00+01:00;46610.53125;46610.53125;46610.53125;46610.53125;46610.53125;0;BTC-USD
2021-09-08 00:11:00+01:00;46594.296875;46594.296875;46594.296875;46594.296875;46594.296875;0;BTC-USD
2021-09-08 00:12:00+01:00;46577.64453125;46577.64453125;46577.64453125;46577.64453125;46577.64453125;0;BTC-USD
2021-09-08 00:13:00+01:00;46581.6171875;46581.6171875;46581.6171875;46581.6171875;46581.6171875;0;BTC-USD
2021-09-08 00:14:00+01:00;46552.48046875;46552.48046875;46552.48046875;46552.48046875;46552.48046875;0;BTC-USD
2021-09-08 00:15:00+01:00;46604.40625;46604.40625;46604.40625;46604.40625;46604.40625;10264576;BTC-USD
2021-09-08 00:16:00+01:00;46640.8203125;46640.8203125;46640.8203125;46640.8203125;46640.8203125;41074688;BTC-USD
2021-09-08 00:17:00+01:00;46689.98828125;46689.98828125;46689.98828125;46689.98828125;46689.98828125;41705472;BTC-USD
2021-09-08 00:19:00+01:00;46771.5546875;46771.5546875;46771.5546875;46771.5546875;46771.5546875;86827008;BTC-USD
2021-09-08 00:21:00+01:00;46791.22265625;46791.22265625;46791.22265625;46791.22265625;46791.22265625;38793216;BTC-USD
2021-09-08 00:22:00+01:00;46840.78125;46840.78125;46840.78125;46840.78125;46840.78125;64344064;BTC-USD
2021-09-08 00:23:00+01:00;46837.60546875;46837.60546875;46837.60546875;46837.60546875;46837.60546875;21131264;BTC-USD
2021-09-08 00:24:00+01:00;46866.796875;46866.796875;46866.796875;46866.796875;46866.796875;9744384;BTC-USD
2021-09-08 00:25:00+01:00;46848.15234375;46848.15234375;46848.15234375;46848.15234375;46848.15234375;20508672;BTC-USD
2021-09-08 00:26:00+01:00;46920.6015625;46920.6015625;46920.6015625;46920.6015625;46920.6015625;21209088;BTC-USD
2021-09-08 00:27:00+01:00;47102.84375;47102.84375;47102.84375;47102.84375;47102.84375;104910848;BTC-USD
2021-09-08 00:28:00+01:00;47197.578125;47197.578125;47197.578125;47197.578125;47197.578125;173060096;BTC-USD
2021-09-08 00:29:00+01:00;47178.5;47178.5;47178.5;47178.5;47178.5;40468480;BTC-USD
2021-09-08 00:30:00+01:00;47130.8984375;47130.8984375;47130.8984375;47130.8984375;47130.8984375;0;BTC-USD
2021-09-08 00:31:00+01:00;47111.06640625;47111.06640625;47111.06640625;47111.06640625;47111.06640625;7331840;BTC-USD
2021-09-08 00:32:00+01:00;47010.16015625;47010.16015625;47010.16015625;47010.16015625;47010.16015625;0;BTC-USD
2021-09-08 00:33:00+01:00;47010.40625;47010.40625;47010.40625;47010.40625;47010.40625;0;BTC-USD
2021-09-08 00:34:00+01:00;47009.09375;47009.09375;47009.09375;47009.09375;47009.09375;0;BTC-USD
2021-09-08 00:35:00+01:00;46989.1953125;46989.1953125;46989.1953125;46989.1953125;46989.1953125;0;BTC-USD
2021-09-08 00:36:00+01:00;46923.0390625;46923.0390625;46923.0390625;46923.0390625;46923.0390625;0;BTC-USD
2021-09-08 00:37:00+01:00;46903.5546875;46903.5546875;46903.5546875;46903.5546875;46903.5546875;0;BTC-USD
2021-09-08 00:38:00+01:00;46878.3125;46878.3125;46878.3125;46878.3125;46878.3125;0;BTC-USD
2021-09-08 00:39:00+01:00;46841.5703125;46841.5703125;46841.5703125;46841.5703125;46841.5703125;0;BTC-USD
2021-09-08 00:40:00+01:00;46818.16796875;46818.16796875;46818.16796875;46818.16796875;46818.16796875;0;BTC-USD
2021-09-08 00:41:00+01:00;46760.8046875;46760.8046875;46760.8046875;46760.8046875;46760.8046875;0;BTC-USD
2021-09-08 00:42:00+01:00;46764.51953125;46764.51953125;46764.51953125;46764.51953125;46764.51953125;0;BTC-USD
2021-09-08 00:43:00+01:00;46772.94140625;46772.94140625;46772.94140625;46772.94140625;46772.94140625;0;BTC-USD
2021-09-08 00:44:00+01:00;46787.8359375;46787.8359375;46787.8359375;46787.8359375;46787.8359375;17932288;BTC-USD
2021-09-08 00:45:00+01:00;46865.00390625;46865.00390625;46865.00390625;46865.00390625;46865.00390625;53620736;BTC-USD
2021-09-08 00:46:00+01:00;46798.21484375;46798.21484375;46798.21484375;46798.21484375;46798.21484375;20000768;BTC-USD
2021-09-08 00:47:00+01:00;46853.0;46853.0;46853.0;46853.0;46853.0;6516736;BTC-USD
2021-09-08 00:48:00+01:00;46773.30078125;46773.30078125;46773.30078125;46773.30078125;46773.30078125;0;BTC-USD
2021-09-08 00:49:00+01:00;46858.6875;46858.6875;46858.6875;46858.6875;46858.6875;7618560;BTC-USD
2021-09-08 00:50:00+01:00;46895.140625;46895.140625;46895.140625;46895.140625;46895.140625;51580928;BTC-USD
2021-09-08 00:51:00+01:00;47000.98046875;47000.98046875;47000.98046875;47000.98046875;47000.98046875;72724480;BTC-USD
2021-09-08 00:52:00+01:00;46910.421875;46910.421875;46910.421875;46910.421875;46910.421875;83959808;BTC-USD
2021-09-08 00:53:00+01:00;46861.578125;46861.578125;46861.578125;46861.578125;46861.578125;0;BTC-USD
2021-09-08 00:54:00+01:00;46932.2734375;46932.2734375;46932.2734375;46932.2734375;46932.2734375;12972032;BTC-USD
2021-09-08 00:55:00+01:00;46801.58203125;46801.58203125;46801.58203125;46801.58203125;46801.58203125;0;BTC-USD
2021-09-08 00:56:00+01:00;46836.00390625;46836.00390625;46836.00390625;46836.00390625;46836.00390625;0;BTC-USD
2021-09-08 00:57:00+01:00;46795.2109375;46795.2109375;46795.2109375;46795.2109375;46795.2109375;0;BTC-USD
2021-09-08 00:58:00+01:00;46820.29296875;46820.29296875;46820.29296875;46820.29296875;46820.29296875;0;BTC-USD
2021-09-08 00:59:00+01:00;46811.12890625;46811.12890625;46811.12890625;46811.12890625;46811.12890625;19894272;BTC-USD
2021-09-08 01:00:00+01:00;46827.76171875;46827.76171875;46827.76171875;46827.76171875;46827.76171875;2699264;BTC-USD
2021-09-08 01:01:00+01:00;46987.14453125;46987.14453125;46987.14453125;46987.14453125;46987.14453125;52187136;BTC-USD
2021-09-08 01:02:00+01:00;46784.4296875;46784.4296875;46784.4296875;46784.4296875;46784.4296875;0;BTC-USD
2021-09-08 01:03:00+01:00;46843.73046875;46843.73046875;46843.73046875;46843.73046875;46843.73046875;0;BTC-USD
2021-09-08 01:04:00+01:00;46799.2578125;46799.2578125;46799.2578125;46799.2578125;46799.2578125;0;BTC-USD
2021-09-08 01:05:00+01:00;46683.3359375;46683.3359375;46683.3359375;46683.3359375;46683.3359375;0;BTC-USD
2021-09-08 01:06:00+01:00;46705.30078125;46705.30078125;46705.30078125;46705.30078125;46705.30078125;0;BTC-USD
2021-09-08 01:07:00+01:00;46618.7578125;46618.7578125;46618.7578125;46618.7578125;46618.7578125;0;BTC-USD
2021-09-08 01:08:00+01:00;46494.2578125;46494.2578125;46494.2578125;46494.2578125;46494.2578125;0;BTC-USD
2021-09-08 01:09:00+01:00;46524.34765625;46524.34765625;46524.34765625;46524.34765625;46524.34765625;0;BTC-USD
2021-09-08 01:10:00+01:00;46577.26953125;46577.26953125;46577.26953125;46577.26953125;46577.26953125;0;BTC-USD
2021-09-08 01:11:00+01:00;46669.3125;46669.3125;46669.3125;46669.3125;46669.3125;60510208;BTC-USD
2021-09-08 01:12:00+01:00;46732.19921875;46732.19921875;46732.19921875;46732.19921875;46732.19921875;70766592;BTC-USD
2021-09-08 01:13:00+01:00;46868.96484375;46868.96484375;46868.96484375;46868.96484375;46868.96484375;168906752;BTC-USD
2021-09-08 01:14:00+01:00;46713.18359375;46713.18359375;46713.18359375;46713.18359375;46713.18359375;430080;BTC-USD
