Datetime;Open;High;Low;Close;Adj Close;Volume;ticker
2021-09-09 00:00:00+01:00;2.5053794384002686;2.5053794384002686;2.5053794384002686;2.5053794384002686;2.5053794384002686;0;ADA-USD
2021-09-09 00:01:00+01:00;2.5013844966888428;2.5013844966888428;2.5013844966888428;2.5013844966888428;2.5013844966888428;0;ADA-USD
2021-09-09 00:02:00+01:00;2.5005340576171875;2.5005340576171875;2.5005340576171875;2.5005340576171875;2.5005340576171875;730112;ADA-USD
2021-09-09 00:03:00+01:00;2.5023722648620605;2.5023722648620605;2.5023722648620605;2.5023722648620605;2.5023722648620605;1048064;ADA-USD
2021-09-09 00:04:00+01:00;2.524238348007202;2.524238348007202;2.524238348007202;2.524238348007202;2.524238348007202;24346112;ADA-USD
2021-09-09 00:05:00+01:00;2.5319037437438965;2.5319037437438965;2.5319037437438965;2.5319037437438965;2.5319037437438965;12913664;ADA-USD
2021-09-09 00:06:00+01:00;2.5187883377075195;2.5187883377075195;2.5187883377075195;2.5187883377075195;2.5187883377075195;0;ADA-USD
2021-09-09 00:07:00+01:00;2.516244649887085;2.516244649887085;2.516244649887085;2.516244649887085;2.516244649887085;10967040;ADA-USD
2021-09-09 00:08:00+01:00;2.5354223251342773;2.5354223251342773;2.5354223251342773;2.5354223251342773;2.5354223251342773;25769984;ADA-USD
2021-09-09 00:09:00+01:00;2.539365291595459;2.539365291595459;2.539365291595459;2.539365291595459;2.539365291595459;13484032;ADA-USD
2021-09-09 00:10:00+01:00;2.5569348335266113;2.5569348335266113;2.5569348335266113;2.5569348335266113;2.5569348335266113;43768320;ADA-USD
2021-09-09 00:11:00+01:00;2.549804210662842;2.549804210662842;2.549804210662842;2.549804210662842;2.549804210662842;8005632;ADA-USD
2021-09-09 00:12:00+01:00;2.539778232574463;2.539778232574463;2.539778232574463;2.539778232574463;2.539778232574463;0;ADA-USD
2021-09-09 00:13:00+01:00;2.5454704761505127;2.5454704761505127;2.5454704761505127;2.5454704761505127;2.5454704761505127;19340288;ADA-USD
2021-09-09 00:14:00+01:00;2.5497395992279053;2.5497395992279053;2.5497395992279053;2.5497395992279053;2.5497395992279053;822784;ADA-USD
2021-09-09 00:15:00+01:00;2.5434515476226807;2.5434515476226807;2.5434515476226807;2.5434515476226807;2.5434515476226807;0;ADA-USD
2021-09-09 00:16:00+01:00;2.5401275157928467;2.5401275157928467;2.5401275157928467;2.5401275157928467;2.5401275157928467;0;ADA-USD
2021-09-09 00:17:00+01:00;2.52731990814209;2.52731990814209;2.52731990814209;2.52731990814209;2.52731990814209;0;ADA-USD
2021-09-09 00:18:00+01:00;2.5315730571746826;2.5315730571746826;2.5315730571746826;2.5315730571746826;2.5315730571746826;4078592;ADA-USD
2021-09-09 00:19:00+01:00;2.5278127193450928;2.5278127193450928;2.5278127193450928;2.5278127193450928;2.5278127193450928;0;ADA-USD
2021-09-09 00:20:00+01:00;2.526336431503296;2.526336431503296;2.526336431503296;2.526336431503296;2.526336431503296;0;ADA-USD
2021-09-09 00:21:00+01:00;2.5333428382873535;2.5333428382873535;2.5333428382873535;2.5333428382873535;2.5333428382873535;2851840;ADA-USD
2021-09-09 00:22:00+01:00;2.526589870452881;2.526589870452881;2.526589870452881;2.526589870452881;2.526589870452881;0;ADA-USD
2021-09-09 00:24:00+01:00;2.523587942123413;2.523587942123413;2.523587942123413;2.523587942123413;2.523587942123413;0;ADA-USD
2021-09-09 00:25:00+01:00;2.519235372543335;2.519235372543335;2.519235372543335;2.519235372543335;2.519235372543335;0;ADA-USD
2021-09-09 00:26:00+01:00;2.5166943073272705;2.5166943073272705;2.5166943073272705;2.5166943073272705;2.5166943073272705;0;ADA-USD
2021-09-09 00:27:00+01:00;2.5136256217956543;2.5136256217956543;2.5136256217956543;2.5136256217956543;2.5136256217956543;0;ADA-USD
2021-09-09 00:28:00+01:00;2.5145227909088135;2.5145227909088135;2.5145227909088135;2.5145227909088135;2.5145227909088135;4072448;ADA-USD
2021-09-09 00:29:00+01:00;2.513554811477661;2.513554811477661;2.513554811477661;2.513554811477661;2.513554811477661;0;ADA-USD
2021-09-09 00:30:00+01:00;2.518146514892578;2.518146514892578;2.518146514892578;2.518146514892578;2.518146514892578;4312576;ADA-USD
2021-09-09 00:31:00+01:00;2.517380475997925;2.517380475997925;2.517380475997925;2.517380475997925;2.517380475997925;0;ADA-USD
2021-09-09 00:32:00+01:00;2.520153284072876;2.520153284072876;2.520153284072876;2.520153284072876;2.520153284072876;2495488;ADA-USD
2021-09-09 00:33:00+01:00;2.5201833248138428;2.5201833248138428;2.5201833248138428;2.5201833248138428;2.5201833248138428;1176064;ADA-USD
2021-09-09 00:34:00+01:00;2.5278189182281494;2.5278189182281494;2.5278189182281494;2.5278189182281494;2.5278189182281494;9897472;ADA-USD
2021-09-09 00:35:00+01:00;2.5240225791931152;2.5240225791931152;2.5240225791931152;2.5240225791931152;2.5240225791931152;0;ADA-USD
2021-09-09 00:36:00+01:00;2.521912097930908;2.521912097930908;2.521912097930908;2.521912097930908;2.521912097930908;0;ADA-USD
2021-09-09 00:37:00+01:00;2.514709234237671;2.514709234237671;2.514709234237671;2.514709234237671;2.514709234237671;0;ADA-USD
2021-09-09 00:38:00+01:00;2.5202953815460205;2.5202953815460205;2.5202953815460205;2.5202953815460205;2.5202953815460205;2946560;ADA-USD
2021-09-09 00:39:00+01:00;2.5174405574798584;2.5174405574798584;2.5174405574798584;2.5174405574798584;2.5174405574798584;0;ADA-USD
2021-09-09 00:40:00+01:00;2.517273426055908;2.517273426055908;2.517273426055908;2.517273426055908;2.517273426055908;2083840;ADA-USD
2021-09-09 00:41:00+01:00;2.5133471488952637;2.5133471488952637;2.5133471488952637;2.5133471488952637;2.5133471488952637;0;ADA-USD
2021-09-09 00:42:00+01:00;2.5096304416656494;2.5096304416656494;2.5096304416656494;2.5096304416656494;2.5096304416656494;0;ADA-USD
2021-09-09 00:43:00+01:00;2.4988043308258057;2.4988043308258057;2.4988043308258057;2.4988043308258057;2.4988043308258057;0;ADA-USD
2021-09-09 00:44:00+01:00;2.50258207321167;2.50258207321167;2.50258207321167;2.50258207321167;2.50258207321167;2493952;ADA-USD
2021-09-09 00:45:00+01:00;2.491091251373291;2.491091251373291;2.491091251373291;2.491091251373291;2.491091251373291;0;ADA-USD
2021-09-09 00:46:00+01:00;2.4875144958496094;2.4875144958496094;2.4875144958496094;2.4875144958496094;2.4875144958496094;0;ADA-USD
2021-09-09 00:47:00+01:00;2.4770126342773438;2.4770126342773438;2.4770126342773438;2.4770126342773438;2.4770126342773438;0;ADA-USD
2021-09-09 00:48:00+01:00;2.476997137069702;2.476997137069702;2.476997137069702;2.476997137069702;2.476997137069702;1627648;ADA-USD
2021-09-09 00:49:00+01:00;2.4735069274902344;2.4735069274902344;2.4735069274902344;2.4735069274902344;2.4735069274902344;0;ADA-USD
2021-09-09 00:50:00+01:00;2.478508710861206;2.478508710861206;2.478508710861206;2.478508710861206;2.478508710861206;5364736;ADA-USD
2021-09-09 00:51:00+01:00;2.4754505157470703;2.4754505157470703;2.4754505157470703;2.4754505157470703;2.4754505157470703;0;ADA-USD
2021-09-09 00:52:00+01:00;2.4733848571777344;2.4733848571777344;2.4733848571777344;2.4733848571777344;2.4733848571777344;0;ADA-USD
2021-09-09 00:53:00+01:00;2.4648640155792236;2.4648640155792236;2.4648640155792236;2.4648640155792236;2.4648640155792236;0;ADA-USD
2021-09-09 00:54:00+01:00;2.462738513946533;2.462738513946533;2.462738513946533;2.462738513946533;2.462738513946533;55296;ADA-USD
2021-09-09 00:55:00+01:00;2.462599039077759;2.462599039077759;2.462599039077759;2.462599039077759;2.462599039077759;0;ADA-USD
2021-09-09 00:56:00+01:00;2.46614146232605;2.46614146232605;2.46614146232605;2.46614146232605;2.46614146232605;5552128;ADA-USD
2021-09-09 00:57:00+01:00;2.466562271118164;2.466562271118164;2.466562271118164;2.466562271118164;2.466562271118164;1233920;ADA-USD
2021-09-09 00:58:00+01:00;2.4736168384552;2.4736168384552;2.4736168384552;2.4736168384552;2.4736168384552;14037504;ADA-USD
2021-09-09 00:59:00+01:00;2.4749884605407715;2.4749884605407715;2.4749884605407715;2.4749884605407715;2.4749884605407715;8987648;ADA-USD
2021-09-09 01:00:00+01:00;2.471130132675171;2.471130132675171;2.471130132675171;2.471130132675171;2.471130132675171;0;ADA-USD
2021-09-09 01:01:00+01:00;2.4724409580230713;2.4724409580230713;2.4724409580230713;2.4724409580230713;2.4724409580230713;0;ADA-USD
2021-09-09 01:02:00+01:00;2.4721662998199463;2.4721662998199463;2.4721662998199463;2.4721662998199463;2.4721662998199463;0;ADA-USD
